"source_person_rows","source_unique_crashes","period_unique_crashes","urban_easting_max_3116","southeast_easting_min_3116","southeast_northing_max_3116","urban_northing_min_3116","excluded_disconnected_segments","assigned_unique_crashes","road_intersections","road_segments","line_graph_vertices","line_graph_edges","road_components","largest_component_segments","zero_count_segments","maximum_segment_count","median_assignment_distance_m","q95_assignment_distance_m","assignments_over_25m","assignments_over_50m","assignments_over_100m","maximum_assignment_distance_m","total_segment_length_km"
468551,324962,2419,1005000,1003500,999000,998000,71,2419,8789,12674,12674,27811,1,12674,11050,14,2.17385823335986,18.4346044944993,88,42,9,272.456043914268,995.35303044806
